handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_fe599410-aa3f-46ed-9690-066d57a58622,Product,ClimateMaster Pro 3000,<p><strong>Professional Climate Control System</strong></p><p>Model: CM-PRO-3000</p><p>Added to ETL: 5 Jan 2024</p><p><strong>Control Capabilities:</strong></p><ul><li>Zone heating and cooling control</li><li>Advanced ventilation management</li><li>Air quality monitoring and control</li><li>Lighting system integration</li><li>Commercial refrigeration control</li><li>Automatic monitoring and targeting (AM&amp;T)</li><li>Workstation ventilation control</li><li>Centralized HVAC plant control</li><li>Wet heating systems control</li><li>Domestic hot water (DHW) systems control</li></ul><p><strong>Advanced Features:</strong></p><ul><li>Zone occupation-based control</li><li>Activity level monitoring</li><li>Anti-tampering mechanism</li><li>EN ISO 52310-1:2022 Class A system compatible</li><li>3rd party device communication enabled</li><li>Compressor control (2 or more)</li><li>Energy usage analytics</li><li>Predictive maintenance alerts</li></ul><p><strong>Operating Modes:</strong></p><ul><li>Normal/comfort mode for occupied periods</li><li>Economy mode for reduced activity</li><li>Off mode for equipment protection</li><li>Occupation schedule based control</li><li>Automatic reset of temporary changes</li></ul>,,,CM-PRO-3000,Government Certified (ETL),3800,,TRUE,PERCENT,0,InStock,,2900,,,,,,,,,,,,,,,,,,,Manufacturer Details,"<p><strong>Company:</strong> ClimateMaster Solutions Ltd</p>
<p><strong>Phone:</strong> 0113 234 5678</p>
<p><strong>Website:</strong> http://www.climatemastersolutions.co.uk</p>
<p><strong>Address:</strong> 321 Industrial Estate, Leeds, LS1 4AA, United Kingdom</p>
<p><strong>Email:</strong> info@climatemastersolutions.co.uk</p>",Technical Specifications,"<p><strong>Product Type:</strong> Professional control units with advanced analytics</p>
<p><strong>Zone Control:</strong> Multi-zone HVAC control with predictive analytics</p>
<p><strong>Compliance:</strong> Full ETL criteria compliance for lighting, automatic monitoring and targeting, refrigeration and compressed air equipment</p>
<p><strong>Standards:</strong> Electromagnetic Compatibility Regulations 2016 compliant</p>
<p><strong>Analytics:</strong> Real-time energy usage monitoring and predictive maintenance</p>",,,,,,,,,,,,,,,ClimateMaster Solutions
product_2e813390-51ea-4595-84e3-c12c7787fce4,Product,EcoZone Smart Controller Pro,<p><strong>Advanced Zone-Based HVAC Control System</strong></p><p>Model: EZ-SC-PRO</p><p>Added to ETL: 10 Mar 2024</p><p><strong>Control Capabilities:</strong></p><ul><li>Multi-zone heating and cooling control</li><li>Intelligent ventilation management</li><li>Air quality monitoring and control</li><li>Lighting integration and control</li><li>Commercial refrigeration management</li><li>Advanced monitoring and targeting (AM&amp;T)</li><li>Workstation-specific ventilation</li><li>Centralized plant control</li><li>Wet heating systems optimization</li><li>Domestic hot water (DHW) control</li></ul><p><strong>Smart Features:</strong></p><ul><li>AI-powered occupancy detection</li><li>Predictive energy optimization</li><li>Weather-based adjustments</li><li>Learning algorithms for usage patterns</li><li>Remote monitoring and control</li><li>Integration with building management systems</li></ul><p><strong>Operating Modes:</strong></p><ul><li>Comfort mode for occupied periods</li><li>Economy mode for reduced activity</li><li>Maintenance mode for equipment protection</li><li>Schedule-based automatic control</li><li>Manual override capabilities</li></ul>,,,EZ-SC-PRO,Government Certified (ETL),4500,,TRUE,PERCENT,0,InStock,,3500,,,,,,,,,,,,,,,,,,,Manufacturer Details,"<p><strong>Company:</strong> EcoZone Technologies Ltd</p>
<p><strong>Phone:</strong> 020 7946 0958</p>
<p><strong>Website:</strong> http://www.ecozonetechnologies.co.uk</p>
<p><strong>Address:</strong> 789 Innovation Park, London, SW1A 2AA, United Kingdom</p>
<p><strong>Email:</strong> sales@ecozonetechnologies.co.uk</p>",Technical Specifications,"<p><strong>Product Type:</strong> Advanced AI-powered control units with machine learning</p>
<p><strong>Zone Control:</strong> Multi-zone HVAC control with intelligent optimization</p>
<p><strong>Compliance:</strong> Full ETL criteria compliance for all building systems</p>
<p><strong>Standards:</strong> Electromagnetic Compatibility Regulations 2016 compliant</p>
<p><strong>AI Features:</strong> Machine learning algorithms for predictive control and energy optimization</p>",,,,,,,,,,,,,,,EcoZone Technologies
product_32c83299-c500-4415-bf79-36368e9b834c,Product,Smart Energy Controller X1,<p><strong>Intelligent Energy Management Control System</strong></p><p>Model: SEC-X1</p><p>Added to ETL: 20 Feb 2024</p><p><strong>Control Capabilities:</strong></p><ul><li>Zone heating and cooling control</li><li>Zone ventilation management</li><li>Zone air quality control</li><li>Electrical lighting equipment control</li><li>Commercial refrigeration control</li><li>Automatic monitoring and targeting (AM&amp;T)</li><li>Workstation ventilation control</li><li>Centralised HVAC plant control</li><li>Wet heating systems control</li><li>Domestic hot water (DHW) systems control</li></ul><p><strong>Operating Modes:</strong></p><ul><li>Normal/comfort mode for occupied periods</li><li>Economy mode for reduced activity</li><li>Off mode for equipment protection</li><li>Occupation schedule based control</li><li>Automatic reset of temporary changes</li></ul><p><strong>Advanced Features:</strong></p><ul><li>Zone occupation-based control</li><li>Activity level monitoring</li><li>Anti-tampering mechanism</li><li>EN ISO 52310-1:2022 Class A system compatible</li><li>3rd party device communication enabled</li><li>Compressor control (2 or more)</li><li>AI-powered energy optimization</li></ul>,,,SEC-X1,Government Certified (ETL),3200,,TRUE,PERCENT,0,InStock,,2500,,,,,,,,,,,,,,,,,,,Manufacturer Details,"<p><strong>Company:</strong> EcoControl Technologies</p>
<p><strong>Phone:</strong> 0161 234 5678</p>
<p><strong>Website:</strong> http://www.ecocontroltech.co.uk</p>
<p><strong>Address:</strong> 456 Innovation Drive, Manchester, M1 1AA, United Kingdom</p>
<p><strong>Email:</strong> sales@ecocontroltech.co.uk</p>",Technical Specifications,"<p><strong>Product Type:</strong> Smart control units with AI optimization</p>
<p><strong>Zone Control:</strong> Designed to incorporate zone control facilities into HVAC control units</p>
<p><strong>Compliance:</strong> Full ETL criteria compliance for lighting, automatic monitoring and targeting, refrigeration and compressed air equipment</p>
<p><strong>Standards:</strong> Electromagnetic Compatibility Regulations 2016 compliant</p>
<p><strong>AI Features:</strong> Machine learning energy optimization algorithms</p>",,,,,,,,,,,,,,,EcoControl Technologies
product_4ff1392d-0f26-436d-a364-84e1b485c02b,Product,Advanced HVAC Control System Pro,<p><strong>Professional HVAC Building Control System</strong></p><p>Model: HVAC-PRO-2024</p><p>Added to ETL: 15 Jan 2024</p><p><strong>Control Capabilities:</strong></p><ul><li>Zone heating and cooling control</li><li>Zone ventilation management</li><li>Zone air quality control</li><li>Electrical lighting equipment control</li><li>Commercial refrigeration control</li><li>Automatic monitoring and targeting (AM&amp;T)</li><li>Workstation ventilation control</li><li>Centralised HVAC plant control</li></ul><p><strong>Operating Modes:</strong></p><ul><li>Normal/comfort mode for occupied periods</li><li>Economy mode for reduced activity</li><li>Off mode for equipment protection</li><li>Occupation schedule based control</li><li>Automatic reset of temporary changes</li></ul><p><strong>Advanced Features:</strong></p><ul><li>Zone occupation-based control</li><li>Activity level monitoring</li><li>Anti-tampering mechanism</li><li>EN ISO 52310-1:2022 Class A system compatible</li><li>3rd party device communication enabled</li><li>Compressor control (2 or more)</li></ul>,,,HVAC-PRO-2024,Government Certified (ETL),2800,,TRUE,PERCENT,0,InStock,,2200,,,,,,,,,,,,,,,,,,,Manufacturer Details,"<p><strong>Company:</strong> GreenTech Solutions Ltd</p>
<p><strong>Phone:</strong> 020 7123 4567</p>
<p><strong>Website:</strong> http://www.greentechsolutions.co.uk</p>
<p><strong>Address:</strong> 123 Green Street, London, SW1A 1AA, United Kingdom</p>
<p><strong>Email:</strong> info@greentechsolutions.co.uk</p>",Technical Specifications,"<p><strong>Product Type:</strong> Advanced control units enabled to communicate with 3rd party devices</p>
<p><strong>Zone Control:</strong> Designed to incorporate zone control facilities into HVAC control units</p>
<p><strong>Compliance:</strong> Full ETL criteria compliance for lighting, automatic monitoring and targeting, refrigeration and compressed air equipment</p>
<p><strong>Standards:</strong> Electromagnetic Compatibility Regulations 2016 compliant</p>",,,,,,,,,,,,,,,GreenTech Solutions Ltd
product_00785a60-aeb0-4aad-b613-7bc1ea45b227,Product,Recoup Pipe HEX Rd,<p><strong>High-Efficiency Vertical Wastewater Heat Recovery System</strong></p><p>Model: Pipe HEX Rd</p><p>Added to ETL: 5 Apr 2025</p><p><strong>Performance Specifications:</strong></p><ul><li>Heat Recovery Score (Vertical): 0.64</li><li>Heat recovery efficiency on test: 66.30%</li><li>Utilisation factor on test: 0.973</li><li>Product Category: Standalone vertical system</li><li>Compliance: BS EN 1057:2006+A1:2010</li></ul><p><strong>Technical Features:</strong></p><ul><li>Standalone vertical heat recovery system</li><li>Single instantaneous heat exchanger</li><li>Connected to one or more wastewater streams</li><li>Designed for shower and bath drain heat recovery</li><li>Simultaneous hot water pre-heating</li><li>Copper construction for durability</li></ul><p><strong>Applications:</strong></p><ul><li>Residential shower installations</li><li>Commercial bathroom facilities</li><li>Energy-efficient building projects</li><li>Vertical installation configurations</li></ul>,,Wastewater Heat Recovery Systems,Pipe HEX Rd,Government Certified (ETL),1800,,TRUE,PERCENT,0,InStock,,1300,,,,,,,,,,,,,,,,,,,Manufacturer Details,"<p><strong>Company:</strong> RECOUP ENERGY SOLUTIONS LTD</p>
<p><strong>Phone:</strong> 01379844010</p>
<p><strong>Website:</strong> http://www.recoupenergysolutions.co.uk</p>
<p><strong>Address:</strong> PO Box 365, EYE, SUFFOLK, IP22 5BH, United Kingdom</p>",Technical Specifications,"<p><strong>Product Type:</strong> Standalone vertical heat recovery system</p>
<p><strong>Compliance:</strong> BS EN 1057:2006+A1:2010</p>
<p><strong>Heat Recovery:</strong> 0.64 vertical score with 66.30% efficiency</p>
<p><strong>Utilisation Factor:</strong> 0.973 on test</p>
<p><strong>Construction:</strong> Copper for durability and heat transfer</p>
<p><strong>Installation:</strong> Professional installation required</p>",,,,,,,,,,,,,,,RECOUP ENERGY SOLUTIONS LTD
product_020a1597-0e8a-4e26-a326-5333e5584f4b,Product,Showersave QB1-21XE,<p><strong>High-Efficiency Vertical Wastewater Heat Recovery System</strong></p><p>Model: QB1-21XE</p><p>Added to ETL: 5 Apr 2025</p><p><strong>Performance Specifications:</strong></p><ul><li>Heat Recovery Score (Vertical): 0.64</li><li>Heat recovery efficiency on test: 66.30%</li><li>Utilisation factor on test: 0.973</li><li>Product Category: Standalone vertical system</li><li>Compliance: BS EN 1057:2006+A1:2010</li></ul><p><strong>Technical Features:</strong></p><ul><li>Standalone vertical heat recovery system</li><li>Single instantaneous heat exchanger</li><li>Connected to one or more wastewater streams</li><li>Designed for shower and bath drain heat recovery</li><li>Simultaneous hot water pre-heating</li><li>Copper construction for durability</li></ul><p><strong>Applications:</strong></p><ul><li>Residential shower installations</li><li>Commercial bathroom facilities</li><li>Energy-efficient building projects</li><li>Vertical installation configurations</li></ul>,,Wastewater Heat Recovery Systems,QB1-21XE,Government Certified (ETL),1500,,TRUE,PERCENT,0,InStock,,1100,,,,,,,,,,,,,,,,,,,Manufacturer Details,"<p><strong>Company:</strong> BUILDING PRODUCTS DISTRIBUTORS LIMITED</p>
<p><strong>Phone:</strong> 01379844010</p>
<p><strong>Website:</strong> http://www.recoupenergysolutions.co.uk</p>
<p><strong>Address:</strong> PO Box 365, EYE, SUFFOLK, IP22 5BH, United Kingdom</p>",Technical Specifications,"<p><strong>Product Type:</strong> Standalone vertical heat recovery system</p>
<p><strong>Compliance:</strong> BS EN 1057:2006+A1:2010</p>
<p><strong>Heat Recovery:</strong> 0.64 vertical score with 66.30% efficiency</p>
<p><strong>Utilisation Factor:</strong> 0.973 on test</p>
<p><strong>Construction:</strong> Copper for durability and heat transfer</p>
<p><strong>Installation:</strong> Professional installation required</p>",,,,,,,,,,,,,,,BUILDING PRODUCTS DISTRIBUTORS LIMITED
product_33d99e7d-91c9-46c6-9838-139c4f9a1e70,Product,Recoup Heatdeck Shower Tray,<p><strong>High-Efficiency Wastewater Heat Recovery System</strong></p><p>Model: R-HD</p><p>Added to ETL: 5 Apr 2025</p><p><strong>Performance Specifications:</strong></p><ul><li>Heat Recovery Score (Horizontal): 0.36</li><li>Heat recovery efficiency on test: 38.1%</li><li>Product Category: Standalone horizontal system</li><li>Compliance: BS EN 1057:2006+A1:2010</li></ul><p><strong>Technical Features:</strong></p><ul><li>Standalone horizontal heat recovery system</li><li>Designed for shower wastewater heat recovery</li><li>High efficiency heat transfer</li><li>Compliant with international standards</li><li>Professional installation required</li></ul><p><strong>Applications:</strong></p><ul><li>Residential shower installations</li><li>Commercial bathroom facilities</li><li>Energy-efficient building projects</li><li>Renovation and new construction</li></ul>,,Wastewater Heat Recovery Systems,R-HD,Government Certified (ETL),1200,,TRUE,PERCENT,0,InStock,,900,,,,,,,,,,,,,,,,,,,Manufacturer Details,"<p><strong>Company:</strong> RECOUP ENERGY SOLUTIONS LTD</p>
<p><strong>Phone:</strong> 01379844010</p>
<p><strong>Website:</strong> http://www.recoupenergysolutions.co.uk</p>
<p><strong>Address:</strong> PO Box 365, EYE, SUFFOLK, IP22 5BH, United Kingdom</p>",Technical Specifications,"<p><strong>Product Type:</strong> Standalone horizontal heat recovery system</p>
<p><strong>Compliance:</strong> BS EN 1057:2006+A1:2010</p>
<p><strong>Heat Recovery:</strong> 0.36 horizontal score with 38.1% efficiency</p>
<p><strong>Application:</strong> Shower wastewater heat recovery</p>
<p><strong>Installation:</strong> Professional installation required</p>",,,,,,,,,,,,,,,RECOUP ENERGY SOLUTIONS LTD
product_0972f580-29e6-412f-a851-3ea716cb7bb5,Product,Breezair TBSI580 Evaporative Cooler,"<p><strong>High-Efficiency Evaporative Air Cooler</strong></p><p>Model: TBSI580</p><p>Added to ETL: 15 Aug 2018</p><p><strong>Performance Specifications:</strong></p><ul><li>Cooling capacity: 18.4 kW</li><li>Energy Efficiency Ratio (EER): 12.27</li><li>Air flow: 10,910 m³/hour</li><li>Water consumption: 0.02 m³/hour</li><li>Evaporative efficiency: 91%</li><li>Electrical power input: 1.5 kW</li></ul><p><strong>Technical Features:</strong></p><ul><li>Direct evaporative cooling</li><li>Fan-powered air stream</li><li>Water-saturated medium cooling</li><li>Scale build-up prevention</li><li>Legionella code compliance</li><li>Remote monitoring capability</li><li>Computer network communication</li></ul><p><strong>Testing &amp; Compliance:</strong></p><ul><li>Tested to AS 2913-2000 standard</li><li>35°C dry bulb / 21°C wet bulb conditions</li><li>80 PA external resistance applied</li><li>Full ETL certification</li><li>ACoP L8 legionella code compliant</li></ul>",c123de_33dd653158de40f995279dd71851ae8e~mv2.png;c123de_0e47f6b6431b4b16bd4cf4d37f2618be~mv2.png;c123de_f4df2932b5c64d1c884eb1e1067215b6~mv2.jpeg,HVAC Systems,TBSI580-DUP3,Government Certified (ETL),3000,,TRUE,PERCENT,0,InStock,,2300,,,,,,,,,,,,,,,,,,,Manufacturer Details,"<p><strong>Company:</strong> SEELEY INTERNATIONAL (EUROPE) LIMITED</p>
<p><strong>Phone:</strong> 0115 963 5630</p>
<p><strong>Website:</strong> http://uk.breezair.com</p>
<p><strong>Address:</strong> Unit 11, Byron Business Centre, Duke Street, Hucknall, Nottingham, NG15 7HP</p>
<p><strong>Email:</strong> uksales@seeleyinternational.com</p>",Technical Specifications,"<p><strong>Product Type:</strong> Direct evaporative cooler</p>
<p><strong>Cooling System:</strong> Fan-powered primary air stream through water-saturated medium</p>
<p><strong>Compliance:</strong> Full ETL certification with ACoP L8 legionella code compliance</p>
<p><strong>Standards:</strong> AS 2913-2000 Evaporative air conditioning equipment</p>
<p><strong>Communication:</strong> Computer network or fieldbus communication capability</p>",,,,,,,,,,,,,,,SEELEY INTERNATIONAL (EUROPE) LIMITED
product_2e7de4a9-6d29-4583-ae96-9108c6aaa40e,Product,Breezair TBSI580 Evaporative Cooler,"<p><strong>High-Efficiency Evaporative Air Cooler</strong></p><p>Model: TBSI580</p><p>Added to ETL: 15 Aug 2018</p><p><strong>Performance Specifications:</strong></p><ul><li>Cooling capacity: 18.4 kW</li><li>Energy Efficiency Ratio (EER): 12.27</li><li>Air flow: 10,910 m³/hour</li><li>Water consumption: 0.02 m³/hour</li><li>Evaporative efficiency: 91%</li><li>Electrical power input: 1.5 kW</li></ul><p><strong>Technical Features:</strong></p><ul><li>Direct evaporative cooling</li><li>Fan-powered air stream</li><li>Water-saturated medium cooling</li><li>Scale build-up prevention</li><li>Legionella code compliance</li><li>Remote monitoring capability</li><li>Computer network communication</li></ul><p><strong>Testing &amp; Compliance:</strong></p><ul><li>Tested to AS 2913-2000 standard</li><li>35°C dry bulb / 21°C wet bulb conditions</li><li>80 PA external resistance applied</li><li>Full ETL certification</li><li>ACoP L8 legionella code compliant</li></ul>",c123de_b5b64c2da29d4c2cad46cd1015e351b4~mv2.png,HVAC Systems,TBSI580-DUP2,Government Certified (ETL),3000,,TRUE,PERCENT,0,InStock,,2300,,,,,,,,,,,,,,,,,,,Manufacturer Details,"<p><strong>Company:</strong> SEELEY INTERNATIONAL (EUROPE) LIMITED</p>
<p><strong>Phone:</strong> 0115 963 5630</p>
<p><strong>Website:</strong> http://uk.breezair.com</p>
<p><strong>Address:</strong> Unit 11, Byron Business Centre, Duke Street, Hucknall, Nottingham, NG15 7HP</p>
<p><strong>Email:</strong> uksales@seeleyinternational.com</p>",Technical Specifications,"<p><strong>Product Type:</strong> Direct evaporative cooler</p>
<p><strong>Cooling System:</strong> Fan-powered primary air stream through water-saturated medium</p>
<p><strong>Compliance:</strong> Full ETL certification with ACoP L8 legionella code compliance</p>
<p><strong>Standards:</strong> AS 2913-2000 Evaporative air conditioning equipment</p>
<p><strong>Communication:</strong> Computer network or fieldbus communication capability</p>",,,,,,,,,,,,,,,SEELEY INTERNATIONAL (EUROPE) LIMITED
product_1ebdbd44-0d89-421a-a531-6306b974c844,Product,Breezair TBSI580 Evaporative Cooler,"<p><strong>High-Efficiency Evaporative Air Cooler</strong></p><p>Model: TBSI580</p><p>Added to ETL: 15 Aug 2018</p><p><strong>Performance Specifications:</strong></p><ul><li>Cooling capacity: 18.4 kW</li><li>Energy Efficiency Ratio (EER): 12.27</li><li>Air flow: 10,910 m³/hour</li><li>Water consumption: 0.02 m³/hour</li><li>Evaporative efficiency: 91%</li><li>Electrical power input: 1.5 kW</li></ul><p><strong>Technical Features:</strong></p><ul><li>Direct evaporative cooling</li><li>Fan-powered air stream</li><li>Water-saturated medium cooling</li><li>Scale build-up prevention</li><li>Legionella code compliance</li><li>Remote monitoring capability</li><li>Computer network communication</li></ul><p><strong>Testing &amp; Compliance:</strong></p><ul><li>Tested to AS 2913-2000 standard</li><li>35°C dry bulb / 21°C wet bulb conditions</li><li>80 PA external resistance applied</li><li>Full ETL certification</li><li>ACoP L8 legionella code compliant</li></ul>",c123de_5206f32d75dc4eb8a5a2853ba29bab0d~mv2.png,HVAC Systems,TBSI580-DUP,Government Certified (ETL),3000,,TRUE,PERCENT,0,InStock,,2300,,,,,,,,,,,,,,,,,,,Manufacturer Details,"<p><strong>Company:</strong> SEELEY INTERNATIONAL (EUROPE) LIMITED</p>
<p><strong>Phone:</strong> 0115 963 5630</p>
<p><strong>Website:</strong> http://uk.breezair.com</p>
<p><strong>Address:</strong> Unit 11, Byron Business Centre, Duke Street, Hucknall, Nottingham, NG15 7HP</p>
<p><strong>Email:</strong> uksales@seeleyinternational.com</p>",Technical Specifications,"<p><strong>Product Type:</strong> Direct evaporative cooler</p>
<p><strong>Cooling System:</strong> Fan-powered primary air stream through water-saturated medium</p>
<p><strong>Compliance:</strong> Full ETL certification with ACoP L8 legionella code compliance</p>
<p><strong>Standards:</strong> AS 2913-2000 Evaporative air conditioning equipment</p>
<p><strong>Communication:</strong> Computer network or fieldbus communication capability</p>",,,,,,,,,,,,,,,SEELEY INTERNATIONAL (EUROPE) LIMITED
product_7ab12f4d-4165-404e-b613-2f08344dd9a9,Product,Breezair TBSI580 Evaporative Cooler,"<p><strong>High-Efficiency Evaporative Air Cooler</strong></p><p>Model: TBSI580</p><p>Added to ETL: 15 Aug 2018</p><p><strong>Performance Specifications:</strong></p><ul><li>Cooling capacity: 18.4 kW</li><li>Energy Efficiency Ratio (EER): 12.27</li><li>Air flow: 10,910 m³/hour</li><li>Water consumption: 0.02 m³/hour</li><li>Evaporative efficiency: 91%</li><li>Electrical power input: 1.5 kW</li></ul><p><strong>Technical Features:</strong></p><ul><li>Direct evaporative cooling</li><li>Fan-powered air stream</li><li>Water-saturated medium cooling</li><li>Scale build-up prevention</li><li>Legionella code compliance</li><li>Remote monitoring capability</li><li>Computer network communication</li></ul><p><strong>Testing &amp; Compliance:</strong></p><ul><li>Tested to AS 2913-2000 standard</li><li>35°C dry bulb / 21°C wet bulb conditions</li><li>80 PA external resistance applied</li><li>Full ETL certification</li><li>ACoP L8 legionella code compliant</li></ul>",c123de_156a399f70ad47f88c28f1d0868c898f~mv2.png,HVAC Systems,TBSI580,Government Certified (ETL),3000,,TRUE,PERCENT,0,InStock,,2300,,,,,,,,,,,,,,,,,,,Manufacturer Details,"<p><strong>Company:</strong> SEELEY INTERNATIONAL (EUROPE) LIMITED</p>
<p><strong>Phone:</strong> 0115 963 5630</p>
<p><strong>Website:</strong> http://uk.breezair.com</p>
<p><strong>Address:</strong> Unit 11, Byron Business Centre, Duke Street, Hucknall, Nottingham, NG15 7HP</p>
<p><strong>Email:</strong> uksales@seeleyinternational.com</p>",Technical Specifications,"<p><strong>Product Type:</strong> Direct evaporative cooler</p>

<p><strong>Cooling System:</strong> Fan-powered primary air stream through water-saturated medium</p>

<p><strong>Compliance:</strong> Full ETL certification with ACoP L8 legionella code compliance</p>

<p><strong>Standards:</strong> AS 2913-2000 Evaporative air conditioning equipment</p>

<p><strong>Communication:</strong> Computer network or fieldbus communication capability<br>
<br>
<strong>Breezair TBS580 Evaporative Cooler - High-Capacity Commercial Cooling System</strong><br>
<br>
POWER &amp; EFFICIENCY SPECIFICATIONS:<br>
<br>
Cooling Capacity: 580m³/h airflow - Ideal for large commercial spaces Energy Rating: 91.4 - Outstanding energy efficiency for cost-effective operation Technology: Advanced evaporative cooling with ETL certification Manufacturer: Seeley International (Europe) Limited - Leading commercial cooling specialist<br>
<br>
KEY DIFFERENTIATORS FROM OTHER BREZIAIR MODELS:<br>
<br>
vs EXS220 (€2,800): Higher airflow capacity (580m³/h vs 220m³/h), suitable for larger spaces vs TBSI580 (€3,000): Similar capacity with different technology features, premium positioning APPLICATIONS: Large commercial buildings and office complexes Industrial facilities and manufacturing plants Hospitality and leisure facilities Educational institutions and healthcare facilities<br>
<br>
<strong>INSTALLATION &amp; COMPATIBILITY:</strong><br>
<br>
Professional installation required Compatible with existing commercial HVAC systems Advanced evaporative cooling technology for reliable performance ETL certified for commercial and industrial applications. This TBS580 model provides excellent evaporative cooling for large commercial spaces, offering high capacity performance with outstanding energy efficiency.</p>
",,,,,,,,,,,,,,,SEELEY INTERNATIONAL (EUROPE) LIMITED
product_94267fce-7632-456d-8583-5f10b1416569,Product,Breezair EXS220 Evaporative Cooler,"<p><strong>High-Efficiency Evaporative Air Cooler</strong></p><p>Model: EXS220</p><p>Added to ETL: 15 Aug 2018</p><p><strong>Performance Specifications:</strong></p><ul>	<li>Cooling capacity: 15.1 kW</li>	<li>Energy Efficiency Ratio (EER): 8.12</li>	<li>Air flow: 9,140 m³/hour</li>	<li>Water consumption: 0.02 m³/hour</li>	<li>Evaporative efficiency: 91%</li>	<li>Electrical power input: 1.86 kW</li></ul><p><strong>Technical Features:</strong></p><ul>	<li>Direct evaporative cooling</li>	<li>Fan-powered air stream</li>	<li>Water-saturated medium cooling</li>	<li>Scale build-up prevention</li>	<li>Legionella code compliance</li>	<li>Remote monitoring capability</li>	<li>Computer network communication</li></ul><p><strong>Testing &amp; Compliance:</strong></p><ul>	<li>Tested to AS 2913-2000 standard</li>	<li>35°C dry bulb / 21°C wet bulb conditions</li>	<li>80 PA external resistance applied</li>	<li>Full ETL certification</li>	<li>ACoP L8 legionella code compliant<br>	<br>	<br>	&nbsp;</li></ul>",c123de_2e67d6d43ff74e7fa6bf2a092b111213~mv2.png,HVAC Systems,EXS220,Government Certified (ETL),2800,,TRUE,PERCENT,0,InStock,,2200,,,,,,,,,,,,,,,,,,,Manufacturer Details,"<p><strong>Company:</strong> SEELEY INTERNATIONAL (EUROPE) LIMITED</p>
<p><strong>Phone:</strong> 0115 963 5630</p>
<p><strong>Website:</strong> http://uk.breezair.com</p>
<p><strong>Address:</strong> Unit 11, Byron Business Centre, Duke Street, Hucknall, Nottingham, NG15 7HP</p>
<p><strong>Email:</strong> uksales@seeleyinternational.com</p>",Technical Specifications,"<p><strong>Product Type:</strong> Direct evaporative cooler</p>
<p><strong>Cooling System:</strong> Fan-powered primary air stream through water-saturated medium</p>
<p><strong>Compliance:</strong> Full ETL certification with ACoP L8 legionella code compliance</p>
<p><strong>Standards:</strong> AS 2913-2000 Evaporative air conditioning equipment</p>
<p><strong>Communication:</strong> Computer network or fieldbus communication capability</p>",POWER & EFFICIENCY SPECIFICATIONS,"<p>Breezair EXS220 Evaporative Cooler - High-Efficiency Commercial Cooling System<br>
POWER &amp; EFFICIENCY SPECIFICATIONS:</p>

<p>Cooling Capacity: 220m³/h airflow - Ideal for medium commercial spaces<br>
Energy Rating: 91.4 - Outstanding energy efficiency for cost-effective operation<br>
Technology: Advanced evaporative cooling with ETL certification<br>
Manufacturer: Seeley International (Europe) Limited - Leading commercial cooling specialist</p>

<p>KEY DIFFERENTIATORS FROM OTHER BREZIAIR MODELS:</p>

<p>vs TBS580 (€3,200): Lower airflow capacity (220m³/h vs 580m³/h), more affordable for smaller spaces<br>
vs TBSI580 (€3,000): Lower airflow capacity (220m³/h vs 580m³/h), suitable for smaller commercial applications</p>

<p>APPLICATIONS:</p>

<p>Small to medium commercial buildings and office spaces<br>
Restaurants and hospitality facilities<br>
Retail spaces and showrooms<br>
Workshops and small industrial facilities</p>

<p>INSTALLATION &amp; COMPATIBILITY:</p>

<p>Professional installation required<br>
Compatible with existing commercial HVAC systems<br>
Advanced evaporative cooling technology for reliable performance<br>
ETL certified for commercial and industrial applications</p>

<p>This EXS220 model provides excellent evaporative cooling for small to medium commercial spaces, offering the perfect balance of performance and efficiency.</p>
",,,,,,,,,,,,,SEELEY INTERNATIONAL (EUROPE) LIMITED
