id,name,power,category,subcategory,brand,running_cost_per_year,energy_rating,efficiency,source,model_number,water_per_cycle_liters,water_per_year_liters,capacity_kg,place_settings
"etl_4_86488","SK 510P-301-340-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86487","SK 510P-221-340-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86486","SK 510P-151-340-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86485","SK 510P-111-340-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86484","SK 510P-750-340-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86483","SK 510P-550-340-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86482","SK 510P-370-340-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86481","SK 510P-250-340-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86480","SK 510P-221-123-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86479","SK 510P-151-123-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86478","SK 510P-111-123-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86477","SK 510P-750-123-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86476","SK 510P-550-123-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86475","SK 510P-370-123-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86474","SK 510P-250-123-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86450","SK 500P-112-340-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86449","SK 500P-751-340-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86448","SK 500P-551-340-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86447","SK 500P-401-340-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86446","SK 500P-301-340-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86445","SK 500P-221-340-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86444","SK 500P-151-340-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86443","SK 500P-111-340-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86442","SK 500P-750-340-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86441","SK 500P-550-340-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86440","SK 500P-370-340-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86439","SK 500P-250-340-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86438","SK 500P-221-123-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86437","SK 500P-151-123-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86436","SK 500P-111-123-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86435","SK 500P-750-123-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86434","SK 500P-550-123-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86433","SK 500P-370-123-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86432","SK 500P-250-123-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86504","SK 530P-111-340-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86503","SK 530P-750-340-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86502","SK 530P-550-340-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86501","SK 530P-370-340-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86500","SK 530P-250-340-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86499","SK 530P-221-123-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86498","SK 530P-151-123-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86497","SK 530P-111-123-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86496","SK 530P-750-123-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86495","SK 530P-550-123-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86494","SK 530P-370-123-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86493","SK 530P-250-123-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86492","SK 510P-112-340-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86491","SK 510P-751-340-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86490","SK 510P-551-340-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86489","SK 510P-401-340-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86488","SK 510P-301-340-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86487","SK 510P-221-340-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86486","SK 510P-151-340-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86485","SK 510P-111-340-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86484","SK 510P-750-340-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86483","SK 510P-550-340-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86482","SK 510P-370-340-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86481","SK 510P-250-340-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86480","SK 510P-221-123-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86479","SK 510P-151-123-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86478","SK 510P-111-123-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86477","SK 510P-750-123-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86476","SK 510P-550-123-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86475","SK 510P-370-123-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86474","SK 510P-250-123-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86450","SK 500P-112-340-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86449","SK 500P-751-340-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86448","SK 500P-551-340-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86447","SK 500P-401-340-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86446","SK 500P-301-340-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86445","SK 500P-221-340-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86444","SK 500P-151-340-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86443","SK 500P-111-340-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86442","SK 500P-750-340-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86441","SK 500P-550-340-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86440","SK 500P-370-340-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86439","SK 500P-250-340-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86438","SK 500P-221-123-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86437","SK 500P-151-123-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86436","SK 500P-111-123-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86435","SK 500P-750-123-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86434","SK 500P-550-123-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_5_86433","SK 500P-370-123-A","Appliances","Compact Heat Exchangers","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86432","SK 500P-250-123-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86504","SK 530P-111-340-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86503","SK 530P-750-340-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86502","SK 530P-550-340-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86501","SK 530P-370-340-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86500","SK 530P-250-340-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86499","SK 530P-221-123-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86498","SK 530P-151-123-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86497","SK 530P-111-123-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86496","SK 530P-750-123-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86495","SK 530P-550-123-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86494","SK 530P-370-123-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86493","SK 530P-250-123-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86492","SK 510P-112-340-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86491","SK 510P-751-340-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86490","SK 510P-551-340-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86489","SK 510P-401-340-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86488","SK 510P-301-340-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86487","SK 510P-221-340-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86486","SK 510P-151-340-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86485","SK 510P-111-340-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86484","SK 510P-750-340-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86483","SK 510P-550-340-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86482","SK 510P-370-340-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86481","SK 510P-250-340-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86480","SK 510P-221-123-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86479","SK 510P-151-123-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86478","SK 510P-111-123-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86477","SK 510P-750-123-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86476","SK 510P-550-123-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86475","SK 510P-370-123-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86474","SK 510P-250-123-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86450","SK 500P-112-340-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86449","SK 500P-751-340-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86448","SK 500P-551-340-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86447","SK 500P-401-340-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86446","SK 500P-301-340-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86445","SK 500P-221-340-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86444","SK 500P-151-340-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86443","SK 500P-111-340-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86442","SK 500P-750-340-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86441","SK 500P-550-340-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86440","SK 500P-370-340-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86439","SK 500P-250-340-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86438","SK 500P-221-123-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86437","SK 500P-151-123-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86436","SK 500P-111-123-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86435","SK 500P-750-123-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86434","SK 500P-550-123-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_6_86433","SK 500P-370-123-A","Appliances","Compressed Air Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86432","SK 500P-250-123-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86504","SK 530P-111-340-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86503","SK 530P-750-340-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86502","SK 530P-550-340-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86501","SK 530P-370-340-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86500","SK 530P-250-340-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86499","SK 530P-221-123-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86498","SK 530P-151-123-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86497","SK 530P-111-123-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86496","SK 530P-750-123-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86495","SK 530P-550-123-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86494","SK 530P-370-123-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86493","SK 530P-250-123-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86492","SK 510P-112-340-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86491","SK 510P-751-340-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86490","SK 510P-551-340-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86489","SK 510P-401-340-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86488","SK 510P-301-340-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86487","SK 510P-221-340-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86486","SK 510P-151-340-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86485","SK 510P-111-340-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86484","SK 510P-750-340-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86483","SK 510P-550-340-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86482","SK 510P-370-340-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86481","SK 510P-250-340-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86480","SK 510P-221-123-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86479","SK 510P-151-123-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86478","SK 510P-111-123-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86477","SK 510P-750-123-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86476","SK 510P-550-123-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86475","SK 510P-370-123-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86474","SK 510P-250-123-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86450","SK 500P-112-340-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86449","SK 500P-751-340-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86448","SK 500P-551-340-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86447","SK 500P-401-340-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86446","SK 500P-301-340-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86445","SK 500P-221-340-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86444","SK 500P-151-340-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86443","SK 500P-111-340-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86442","SK 500P-750-340-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86441","SK 500P-550-340-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86440","SK 500P-370-340-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86439","SK 500P-250-340-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86438","SK 500P-221-123-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86437","SK 500P-151-123-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86436","SK 500P-111-123-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86435","SK 500P-750-123-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86434","SK 500P-550-123-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_2_86433","SK 500P-370-123-A","Appliances","Energy Monitoring","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86432","SK 500P-250-123-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86504","SK 530P-111-340-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86503","SK 530P-750-340-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86502","SK 530P-550-340-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86501","SK 530P-370-340-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86500","SK 530P-250-340-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86499","SK 530P-221-123-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86498","SK 530P-151-123-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86497","SK 530P-111-123-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86496","SK 530P-750-123-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86495","SK 530P-550-123-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_23_86494","SK 530P-370-123-A","Appliances","Energy Storage","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
